score,city,title,review
4,Annapolis,Excellent book for young and old!,"I purchased several of these to teach families about what an effect the mother's mood has on her children. Great book to use in talking about feelings and how to deal with them.Word of caution... my children started ""borking"" me after reading this!"
4,Marysville,Worked like a charm,"As with most Amazon products, shipping was fast.Memory may not be from the Apple store, but works just as well. No, works even better when you consider the price.Great purchase.Do be careful with the installation. You will probably need to buy a teeny weeny screwdriver. Available at Radio Shack."
5,Kenmore,The American Prophecies,"American Prophecies is a GREAT book!!! I couldn't put it down after I started reading it. Mike Evans offered so much insight and understanding into what was behind all the terrorism events that have been going on in Israel and in the United States. Every page was packed full of helpful information, historical information that I was not aware of. Also, the book provided a lot of help in what we can do as Christians, both individually and as a nation, in these last days before the second return of Christ. This book really opened my eyes and explained a lot of things that were going on. I highly recommend the book!"
2,Wausau,Don't waste your money!,I was so disappointed with this book. It was so boring and didn't say anything to add to this very important topic. The chapters just had statisics with just a few references to behavior or solutions. Please don't waste your money on this one. The best one so far was the one written by Robert Hare.
3,Wausau,Flawed Statistics,"I found ""Practical Speculation"" lacking. The first two chapters were interesting, but the analysis of data in subsequent chapters were flawed, in my opinion.Niederhoffer cites scatter plots as demonstrating correlation/predictibility of various aspects of the market. I looked at many graphs and didn't see much that showed statistical correlation. The correlation coefficients (R-squared values) were all very low.The trading ideas were interesting, but the analysis behind them was misleading. You need strategies with better correlations to hurdle transaction costs, and then, maybe, you can make some money."
4,Lancaster,Possibly the best GameCube Game Yet!,"Okay,,Now I have had GameCube for about 2 years now, and when i heard that a new F zero game was comin out,, I was exstatic! I immedaitly bought the game and was this game ever worth it!! The new cources are perfectly detailed, and also longer, giving you the chance for a comeback late in the race! The story mode allows you to see what your characters are eally like. And the graphics?? Could they possible be better, here is my review...Game Play: 9.5/10- Almost perfect, the controls are almost perfect also.Graphics: 10/10- Possible the best graphics I have ever seen.Controls: 10/10- very easy to learnDiffficulty: 9.5/10- Expert is challenging even for masters of the game, making it more fun.Replay Value: 9/10- 25+ cources each about 5 mins long will keep u comin back for more!Overall 10/10- BUY THIS GAME!!"
3,Sayreville,Just Great,"This book is rigorous but understandable, it truly does provide an exhaustive survey of ODE."
3,New Windsor,A good live show.,A good live show by the late Jeff Healey. He sure could sing and play guitar. We will all miss you.
2,Brookfield,Only if you're a professional dancer,"I tried. I really did. But I just could not 'get' the moves in this workout. I'm about as uncoordinated as they come, so I'm sure some of it is me; however, I found that I simply could not contort myself into the positions necessary. Cross this foot over that foot, then kick yourself in the rear. No thanks. I nearly fell over several times just trying."
3,Marysville,Worked four times then broke.,The forth time I went to retract this cord it snapped the inner spring then was useless. The plug itself is terrible. They do not hold the plugs in place. I've plugged in twelve different tools and all fall out when you hold the plug upside down. You basically have to bend the plug so it won't fall out due to gravity. FAIL!!!
1,Mansfield,not thaaaaat good,"it doesn't make much of difference, really. it's a shame we HAVE to buy it for playing Zelda: Majora's Mask. I played Tony Hawk's Pro Skating several times, with and without the expansion pack, and i can assure that the difference is almost none. If you're thinking of buying this just for fun (and not for the need of any game) I suggest you to give up. Not worth the money."
5,Orland Park,For Pinky Lovers (and those soon to be) AWESOME!,"For years it has been difficult to find episodes of Pinky and I had about given up on it (I have limited cable access). Volume 1 is GREAT! My boyfriend and I sit and laugh at the incredible, creative, off-the-wall humor. Often we have to replay a sentence or two because one of us missed something too funny to let pass. With the famous ""pinky, are you thinking what i'm thinking?"" lines and their quirky personalities, pinky and brain are sure to delight even new viewers. for more insight into the nuances of the show, it is helpful to read the wikip. piece. i am impatiently awaiting volume 2...."
2,Parma,This vacuum sucks!,I bought two of these - a small one and a large like this one pictured here. Both are a pain in the a**. The one pictured here had to be sent back about five times and now sits in my garage. The second smaller is now starting to have problems with the motor. It is shooting out sparks after having for about 2 1/2 years.The toggle switches get loose and I tired to take the smaller one apart but they make it so you can't do it. So I am waiting till that one burns itself up and it will go to scrap. Very disappointed. I have an old eureka mighty might that still works after falling down the stairs many times and it is over ten years old. I bought those two vacuums because one I thought they would last forever and two because they were made in USA. Thank God for the internet and reviews from everyone because they will help with next purchase.
3,Fridley,Pretty bad mp3 player,"i actually went from a dell jukebox 20gb to this thing. gotta say, it was pretty weak. i loaded it up full from the 2nd day on and maybe this was the problem but i'm not sure why it glitched out on me all the time. i had to buy a 1gb player as a backup to my commute! in any case, you can't edit songs on the player itself, playlists are annoying to edit - but i did love the playlist on the fly function - and the software is like the commodore 64. brutal. i had this thing less than 6 mos and sold it for cheap. never buy this. never."
